1579,1,99.9,2000-05-14
1598,1,96.97,2000-05-25
1618,1,93.78,2000-01-05
1627,1,94.75,2000-12-26
1630,1,95.0,2000-03-22
1632,1,94.28,2000-07-08
1633,1,94.34,2000-02-26
1656,1,93.99,2000-12-16
1667,1,94.13,2000-04-27
1674,1,96.57,2000-07-11
1697,1,96.04,2000-05-25
1711,1,94.1,2000-06-02
1726,1,92.65,2000-10-06
1727,1,91.67,2000-05-03
1753,1,94.57,2000-05-29
1760,1,92.93,2000-12-16
1772,1,91.0,2000-11-11
1776,1,99.66,2000-11-30
1795,1,98.67,2000-06-20
1810,1,98.08,2000-11-09
1815,1,96.76,2000-09-02
1826,1,93.06,2000-04-29
1831,1,92.7,2000-01-29
1840,1,95.43,2000-03-03
1846,1,94.1,2000-11-30
1847,1,97.37,2000-12-16
1856,1,92.91,2000-07-29
1866,1,91.53,2000-03-19
1867,1,92.9,2000-12-07
1873,1,90.85,2000-01-09
1877,1,91.34,2000-10-02
1885,1,97.8,2000-04-20
1886,1,97.46,2000-12-24
1900,1,98.59,2000-06-22
1907,1,95.92,2000-06-10
1919,1,91.02,2000-04-16
1923,1,94.91,2000-05-12
1942,1,95.13,2000-10-31
1959,1,98.87,2000-09-08
1961,1,94.06,2000-06-08
1969,1,99.46,2000-07-23
1974,1,92.7,2000-04-04
1979,1,90.39,2000-12-21
1984,1,99.06,2000-01-25
1990,1,93.72,2000-04-09
1998,1,93.92,2000-08-30
2001,1,91.63,2000-11-11
2032,1,92.92,2000-02-24
2035,1,94.36,2000-07-12
2043,1,93.64,2000-07-05
2044,1,95.2,2000-02-25
2046,1,97.48,2000-05-22
2051,1,98.31,2000-05-03
2056,1,92.49,2000-04-13
2065,1,97.89,2000-10-17
2068,1,94.72,2000-07-19
2102,1,92.84,2000-01-25
2116,1,94.06,2000-08-04
2118,1,96.81,2000-04-12
2128,1,91.46,2000-05-04
2130,1,95.79,2000-05-25
2133,1,98.99,2000-01-30
2166,1,96.93,2000-12-01
2170,1,98.29,2000-02-26
2177,1,95.75,2000-04-26
2187,1,93.72,2000-08-10
2192,1,90.37,2000-04-19
2204,1,96.39,2000-02-21
2209,1,98.01,2000-01-18
2211,1,99.2,2000-11-23
2225,1,93.45,2000-02-07
2227,1,90.91,2000-12-28
2236,1,98.4,2000-01-03
2274,1,98.2,2000-12-15
2305,1,90.88,2000-02-05
2307,1,96.73,2000-11-29
2311,1,95.01,2000-01-14
2333,1,94.3,2000-04-18
2347,1,90.39,2000-03-19
2361,1,90.46,2000-08-17
2370,1,91.53,2000-06-02
2382,1,92.51,2000-02-07
2388,1,94.67,2000-04-07
2392,1,93.21,2000-11-18
2427,1,92.37,2000-04-07
2432,1,93.39,2000-11-01
2436,1,96.3,2000-07-03
2460,1,94.05,2000-05-07
2478,1,93.13,2000-01-28
2510,1,91.36,2000-05-25
2519,1,94.81,2000-08-26
2532,1,96.86,2000-04-27
2535,1,92.09,2000-01-03
2544,1,97.81,2000-09-17
2558,1,91.37,2000-06-05
2571,1,93.98,2000-02-26
2573,1,98.13,2000-12-30
2577,1,94.77,2000-08-09
2589,1,93.97,2000-11-20
2597,1,90.26,2000-05-04
2599,1,90.54,2000-03-22
2618,1,92.74,2000-08-19
2619,1,90.74,2000-09-26
2623,1,99.61,2000-12-30
2624,1,95.26,2000-12-26
2626,1,99.26,2000-04-12
2629,1,98.54,2000-12-23
2630,1,98.44,2000-12-26
2632,1,98.91,2000-04-18
2654,1,96.52,2000-02-01
2655,1,95.89,2000-07-27
2673,1,97.69,2000-03-23
2677,1,90.83,2000-10-25
2680,1,94.19,2000-11-09
2684,1,90.57,2000-04-07
2685,1,92.49,2000-09-22
2696,1,95.43,2000-12-17
2717,1,96.65,2000-07-10
2719,1,99.66,2000-03-29
2727,1,93.31,2000-04-20
2728,1,97.0,2000-10-02
2734,1,96.92,2000-11-15
2736,1,99.34,2000-04-25
2743,1,98.53,2000-11-04
2744,1,98.5,2000-05-21
2754,1,98.73,2000-12-27
2756,1,93.0,2000-07-07
2767,1,95.87,2000-11-04
2772,1,96.46,2000-10-19
2791,1,95.88,2000-03-23
2831,1,95.36,2000-09-04
2846,1,90.58,2000-01-07
2853,1,99.81,2000-08-11
2860,1,91.25,2000-04-26
2872,1,94.79,2000-02-14
2876,1,91.5,2000-01-07
2878,1,97.83,2000-09-15
2879,1,90.79,2000-10-07
2897,1,90.16,2000-04-10
2908,1,91.09,2000-12-20
2911,1,93.76,2000-04-17
2915,1,95.56,2000-01-28
2925,1,94.35,2000-09-08
2937,1,90.03,2000-01-29
2962,1,94.19,2000-07-27
2996,1,95.09,2000-03-19
3008,1,93.92,2000-07-28
3042,1,99.97,2000-04-02
3047,1,98.05,2000-09-02
3054,1,93.17,2000-04-24
3064,1,97.19,2000-01-16
3071,1,92.45,2000-01-26
3073,1,96.39,2000-02-28
3079,1,97.97,2000-09-20
3091,1,94.24,2000-10-17
3101,1,96.02,2000-02-08
3106,1,92.51,2000-01-03
3113,1,94.28,2000-08-07
3124,1,93.87,2000-01-31
3135,1,99.67,2000-10-18
3136,1,93.65,2000-08-01
3157,1,95.1,2000-06-18
3158,1,96.87,2000-05-13
3161,1,92.15,2000-10-15
3182,1,99.43,2000-07-07
3191,1,91.61,2000-08-27
3203,1,91.52,2000-05-01
3208,1,92.77,2000-06-19
3230,1,92.65,2000-04-11
3246,1,92.85,2000-11-28
3248,1,94.05,2000-01-15
3266,1,92.75,2000-02-18
3270,1,96.1,2000-06-09
3275,1,95.96,2000-12-19
3285,1,94.6,2000-06-08
3299,1,92.83,2000-04-12
3309,1,90.25,2000-02-16
3310,1,94.38,2000-02-17
3318,1,97.79,2000-05-22
3320,1,99.86,2000-03-15
3321,1,91.05,2000-05-19
3324,1,99.07,2000-08-19
3338,1,90.48,2000-08-02
3372,1,99.73,2000-10-21
3379,1,91.27,2000-10-16
3390,1,93.35,2000-09-23
3403,1,93.55,2000-10-25
3405,1,95.64,2000-12-28
3418,1,92.43,2000-10-22
3433,1,94.03,2000-08-05
3439,1,91.86,2000-09-13
3450,1,96.22,2000-01-06
3451,1,92.47,2000-10-05
3452,1,91.01,2000-05-02
3453,1,96.89,2000-07-16
3468,1,97.62,2000-10-14
3479,1,94.07,2000-03-05
3485,1,96.62,2000-08-08
3491,1,99.02,2000-03-02
3496,1,93.24,2000-08-31
3500,1,92.18,2000-06-02
3501,1,95.99,2000-05-05
3502,1,94.11,2000-10-05
3510,1,95.24,2000-01-20
3513,1,95.77,2000-09-20
3519,1,93.24,2000-06-10
3523,1,93.47,2000-04-01
3528,1,96.39,2000-04-11
3533,1,93.88,2000-03-29
3537,1,92.07,2000-01-09
3542,1,90.08,2000-12-04
3543,1,90.7,2000-09-20
3560,1,93.79,2000-11-28
3561,1,97.02,2000-12-15
3562,1,99.25,2000-12-23
3587,1,91.22,2000-11-11
3601,1,92.31,2000-11-09
3605,1,97.84,2000-06-26
3609,1,94.01,2000-05-03
3614,1,91.83,2000-03-22
3616,1,90.63,2000-06-28
3619,1,96.8,2000-06-23
3624,1,96.52,2000-07-14
3630,1,97.23,2000-07-22
3655,1,90.77,2000-04-17
3671,1,92.27,2000-07-26
3680,1,96.08,2000-01-18
3685,1,93.11,2000-07-23
3687,1,93.97,2000-06-05
3711,1,99.4,2000-10-01
3719,1,94.65,2000-09-21
3720,1,95.11,2000-07-22
3722,1,93.16,2000-07-07
3743,1,91.52,2000-03-03
3761,1,98.83,2000-05-13
3776,1,97.69,2000-12-02
3788,1,99.85,2000-01-03
3792,1,94.62,2000-04-21
3812,1,98.72,2000-09-17
3825,1,98.1,2000-07-12
3835,1,91.76,2000-12-03
3842,1,95.82,2000-09-21
3862,1,98.76,2000-07-04
3866,1,98.08,2000-10-02
3878,1,92.66,2000-03-19
3884,1,94.32,2000-10-06
3911,1,96.35,2000-03-24
3918,1,93.57,2000-03-19
3923,1,97.0,2000-11-11
3927,1,92.98,2000-01-01
3936,1,99.93,2000-03-08
3938,1,90.33,2000-09-13
3943,1,95.32,2000-06-12
3948,1,97.58,2000-03-10
3959,1,91.24,2000-11-09
4010,1,94.43,2000-08-17
4024,1,90.39,2000-02-07
4027,1,94.89,2000-08-11
4049,1,98.31,2000-12-14
4052,1,96.62,2000-03-06
4056,1,91.32,2000-09-11
4060,1,97.24,2000-08-21
4068,1,90.24,2000-01-16
4072,1,96.27,2000-11-13
4125,1,92.38,2000-04-25
4128,1,99.73,2000-04-12
4140,1,92.35,2000-04-17
4141,1,90.72,2000-09-25
4142,1,92.59,2000-04-30
4162,1,93.41,2000-08-08
4188,1,90.42,2000-06-29
4199,1,92.57,2000-05-29
4204,1,90.97,2000-10-07
4213,1,97.29,2000-07-04
4215,1,97.82,2000-11-10
4234,1,95.28,2000-07-26
4238,1,97.07,2000-02-03
4239,1,98.49,2000-07-30
4240,1,97.73,2000-03-09
4244,1,92.27,2000-01-24
4251,1,91.37,2000-12-29
4261,1,92.77,2000-09-26
4285,1,90.41,2000-03-13
4286,1,92.48,2000-12-04
4288,1,92.39,2000-08-23
4290,1,99.06,2000-03-09
4291,1,99.31,2000-05-23
4292,1,95.35,2000-10-14
4296,1,98.59,2000-08-24
4297,1,97.7,2000-12-26
4309,1,92.38,2000-10-30
4319,1,90.52,2000-07-17
4354,1,94.21,2000-11-06
4355,1,98.7,2000-02-29
4377,1,97.32,2000-06-18
4383,1,90.38,2000-12-28
4384,1,99.99,2000-07-16
4388,1,97.37,2000-01-18
4398,1,90.26,2000-12-30
4418,1,94.34,2000-06-25
4425,1,93.96,2000-06-19
4442,1,92.61,2000-03-24
4443,1,94.63,2000-12-10
4450,1,97.63,2000-08-17
4502,1,94.93,2000-02-09
4526,1,91.72,2000-03-28
4535,1,99.22,2000-07-23
4576,1,90.31,2000-07-18
4590,1,97.4,2000-08-03
4602,1,99.76,2000-07-25
4606,1,97.62,2000-04-02
4631,1,98.66,2000-11-28
4636,1,94.54,2000-10-26
4658,1,99.88,2000-12-20
4662,1,92.83,2000-02-04
4663,1,98.75,2000-05-09
4670,1,99.79,2000-11-23
4695,1,96.68,2000-08-01
4697,1,97.36,2000-04-19
4698,1,91.49,2000-12-19
4706,1,92.52,2000-04-10
4709,1,98.96,2000-11-13
4711,1,90.74,2000-08-13
4724,1,96.21,2000-07-30
4728,1,97.22,2000-05-08
4760,1,91.48,2000-05-15
4770,1,97.42,2000-02-06
4771,1,94.98,2000-07-28
4777,1,96.54,2000-05-05
4788,1,99.76,2000-07-05
4799,1,93.33,2000-09-20
4803,1,97.72,2000-11-25
4804,1,96.76,2000-03-06
4813,1,91.11,2000-04-07
4818,1,90.11,2000-06-06
4826,1,98.76,2000-01-03
4832,1,98.33,2000-02-01
4841,1,97.65,2000-01-05
4869,1,94.01,2000-02-26
4875,1,97.61,2000-10-26
4894,1,90.52,2000-12-17
4899,1,95.54,2000-11-22
4913,1,95.29,2000-01-22
4919,1,92.46,2000-01-28
4929,1,90.46,2000-04-25
4964,1,97.2,2000-06-28
4968,1,95.39,2000-12-10
4975,1,93.64,2000-02-04
4985,1,93.97,2000-08-22
4988,1,97.12,2000-12-03
5001,1,98.77,2000-09-19
5002,1,95.32,2000-10-12
5011,1,99.6,2000-09-07
5024,1,96.39,2000-12-15
5027,1,96.22,2000-12-28
5034,1,96.89,2000-02-11
5090,1,90.92,2000-09-12
5106,1,98.48,2000-05-24
5108,1,94.29,2000-06-04
5127,1,95.47,2000-05-30
5157,1,94.4,2000-11-05
5167,1,99.02,2000-06-11
5172,1,92.25,2000-03-09
5183,1,98.25,2000-11-16
5186,1,99.58,2000-05-08
5197,1,95.7,2000-11-29
5205,1,92.23,2000-08-15
5206,1,95.35,2000-09-28
5208,1,91.64,2000-06-21
5217,1,95.02,2000-09-22
5234,1,92.85,2000-07-22
5237,1,95.38,2000-11-17
5243,1,99.51,2000-01-28
5247,1,94.61,2000-02-01
5254,1,94.1,2000-12-18
5292,1,91.6,2000-12-02
5294,1,96.73,2000-03-10
5304,1,91.51,2000-04-10
5321,1,98.86,2000-01-03
5324,1,91.8,2000-05-24
5330,1,96.88,2000-10-18
5332,1,96.66,2000-05-27
5345,1,93.2,2000-07-05
5349,1,91.06,2000-10-07
5354,1,94.11,2000-02-29
5394,1,96.51,2000-10-19
5417,1,90.43,2000-11-14
5432,1,90.32,2000-11-03
5437,1,91.44,2000-01-03
5443,1,95.48,2000-11-29
5458,1,94.58,2000-12-28
5459,1,90.89,2000-09-30
5462,1,98.71,2000-04-25
5463,1,95.53,2000-12-24
5487,1,99.63,2000-12-05
5488,1,96.19,2000-03-10
5497,1,94.14,2000-01-09
5511,1,92.69,2000-09-03
5527,1,99.77,2000-09-03
5542,1,92.34,2000-06-20
5559,1,99.42,2000-03-02
5562,1,99.57,2000-11-16
5570,1,98.64,2000-05-25
5574,1,91.78,2000-04-14
5575,1,91.23,2000-09-24
5602,1,94.03,2000-11-07
5610,1,92.64,2000-02-07
5623,1,97.71,2000-10-18
5637,1,99.12,2000-02-10
5642,1,98.29,2000-12-04
5644,1,90.69,2000-03-19
5648,1,92.41,2000-07-05
5651,1,92.42,2000-03-17
5664,1,90.36,2000-08-18
5671,1,95.73,2000-06-18
5683,1,99.84,2000-03-07
5699,1,97.48,2000-08-22
5701,1,96.27,2000-04-15
5716,1,99.89,2000-08-31
5717,1,98.4,2000-12-29
5727,1,95.17,2000-04-27
5755,1,96.58,2000-12-16
5769,1,98.02,2000-05-01
5774,1,97.68,2000-01-10
5776,1,97.08,2000-01-19
5781,1,90.61,2000-04-05
5784,1,96.01,2000-01-22
5788,1,97.88,2000-09-16
5790,1,90.1,2000-02-09
5818,1,94.88,2000-07-16
5820,1,90.21,2000-06-08
5823,1,92.51,2000-02-13
5830,1,99.82,2000-12-10
5837,1,90.49,2000-09-11
5849,1,96.97,2000-01-06
5855,1,90.65,2000-09-07
5861,1,95.72,2000-11-05
5864,1,93.06,2000-03-21
5867,1,90.73,2000-03-27
5873,1,98.39,2000-05-19
5874,1,90.79,2000-10-08
5889,1,99.81,2000-04-08
5896,1,99.63,2000-12-02
5901,1,97.87,2000-07-01
5905,1,93.87,2000-01-30
5917,1,94.72,2000-12-04
5918,1,94.58,2000-12-15
5920,1,95.21,2000-08-28
5922,1,97.0,2000-01-16
5949,1,97.12,2000-06-29
5950,1,96.23,2000-05-16
5954,1,98.06,2000-09-15
5955,1,96.31,2000-10-12
5963,1,98.5,2000-06-18
5973,1,97.64,2000-01-01
5977,1,96.27,2000-10-04
5980,1,95.71,2000-05-07
6000,1,94.13,2000-10-03
6005,1,94.86,2000-08-22
6017,1,93.1,2000-08-06
6019,1,91.64,2000-11-16
6021,1,91.66,2000-03-09
6024,1,90.52,2000-11-14
6050,1,95.9,2000-07-10
6055,1,99.63,2000-02-01
6061,1,90.87,2000-11-28
6067,1,99.58,2000-05-22
6072,1,92.57,2000-08-06
6088,1,92.46,2000-04-27
6092,1,95.84,2000-06-06
6116,1,98.87,2000-11-04
6138,1,99.35,2000-07-03
6140,1,96.61,2000-12-12
6142,1,90.68,2000-03-14
6143,1,94.41,2000-12-06
6174,1,93.42,2000-01-02
6194,1,97.96,2000-09-03
6200,1,98.74,2000-03-03
6208,1,99.81,2000-10-14
6224,1,91.43,2000-09-27
6247,1,93.68,2000-04-25
6272,1,91.91,2000-12-14
6289,1,91.68,2000-06-30
6303,1,95.79,2000-01-13
6311,1,98.39,2000-09-14
6314,1,99.39,2000-05-26
6325,1,91.13,2000-11-03
6335,1,93.13,2000-12-22
6338,1,94.69,2000-09-20
6352,1,90.28,2000-09-28
6354,1,90.84,2000-08-04
6357,1,90.39,2000-11-08
6364,1,92.0,2000-02-02
6365,1,91.62,2000-05-02
6370,1,93.23,2000-03-10
6377,1,90.4,2000-11-21
6415,1,98.28,2000-02-07
6422,1,97.29,2000-02-18
6429,1,91.12,2000-01-10
6437,1,92.02,2000-09-08
6441,1,97.72,2000-11-25
6442,1,95.04,2000-03-05
6448,1,97.59,2000-02-16
6456,1,99.31,2000-11-16
6496,1,90.39,2000-09-10
6510,1,95.48,2000-02-18
6519,1,92.64,2000-03-01
6520,1,91.35,2000-02-20
6529,1,90.45,2000-12-02
6538,1,97.29,2000-03-29
6551,1,92.13,2000-03-11
6571,1,97.03,2000-09-02
6581,1,95.47,2000-03-08
6584,1,90.68,2000-07-10
6599,1,90.07,2000-09-12
6605,1,93.36,2000-04-28
6614,1,93.12,2000-03-14
6620,1,94.84,2000-06-25
6632,1,94.52,2000-08-25
6638,1,91.63,2000-07-08
6664,1,94.32,2000-03-09
6665,1,92.76,2000-02-25
6674,1,93.76,2000-02-22
6688,1,99.08,2000-02-24
6696,1,91.77,2000-12-26
6702,1,94.76,2000-10-22
6755,1,94.99,2000-05-22
6757,1,96.75,2000-05-29
6759,1,91.47,2000-11-12
6787,1,95.72,2000-08-24
6802,1,99.37,2000-10-01
6806,1,98.1,2000-07-11
6810,1,90.59,2000-11-14
6864,1,98.24,2000-07-18
6878,1,97.52,2000-08-14
6885,1,90.24,2000-11-28
6891,1,91.19,2000-02-09
6895,1,97.5,2000-07-12
6898,1,95.21,2000-04-23
6903,1,91.31,2000-09-10
6913,1,99.08,2000-03-05
6935,1,90.34,2000-03-29
6945,1,92.57,2000-04-29
6949,1,90.0,2000-04-26
6950,1,99.54,2000-07-15
6959,1,97.14,2000-03-01
6966,1,95.22,2000-06-02
6970,1,90.22,2000-08-19
6974,1,99.84,2000-11-03
6989,1,97.82,2000-04-27
6992,1,98.72,2000-08-30
7020,1,93.16,2000-06-19
7026,1,99.42,2000-04-01
7041,1,96.9,2000-07-08
7073,1,95.54,2000-11-21
7075,1,94.49,2000-12-25
7081,1,98.45,2000-12-17
7086,1,94.75,2000-07-05
7094,1,99.66,2000-12-19
7106,1,99.45,2000-06-18
7110,1,94.95,2000-10-24
7113,1,90.41,2000-06-21
7115,1,97.18,2000-09-02
7124,1,93.3,2000-05-05
7150,1,95.8,2000-01-15
7156,1,91.49,2000-07-29
7165,1,96.4,2000-12-07
7187,1,94.45,2000-11-03
7191,1,94.25,2000-02-05
7209,1,99.56,2000-04-06
7210,1,94.88,2000-03-09
7215,1,98.23,2000-10-28
7224,1,97.92,2000-01-24
7229,1,98.16,2000-11-19
7231,1,91.47,2000-10-06
7235,1,92.27,2000-05-01
7245,1,90.12,2000-02-13
7276,1,97.52,2000-08-10
7278,1,97.73,2000-05-17
7281,1,90.2,2000-04-27
7287,1,90.08,2000-09-13
7292,1,94.59,2000-10-25
7301,1,90.12,2000-11-09
7302,1,95.21,2000-12-05
7303,1,98.0,2000-12-19
7328,1,95.01,2000-07-13
7336,1,97.58,2000-04-11
7359,1,98.67,2000-01-15
7365,1,94.98,2000-10-30
7370,1,95.15,2000-06-29
7377,1,92.92,2000-02-24
7393,1,92.58,2000-06-24
7396,1,96.92,2000-01-19
7399,1,91.49,2000-12-10
7400,1,95.62,2000-09-27
7401,1,93.35,2000-07-23
7407,1,92.01,2000-03-29
7409,1,96.34,2000-05-06
7410,1,97.89,2000-10-09
7411,1,92.8,2000-07-28
7423,1,90.87,2000-03-31
7428,1,96.84,2000-01-31
7450,1,90.41,2000-05-31
7483,1,94.71,2000-05-18
7485,1,97.04,2000-11-14
7489,1,99.37,2000-10-17
7490,1,92.32,2000-07-31
7498,1,99.54,2000-09-09
7504,1,99.6,2000-02-10
7506,1,96.54,2000-05-07
7533,1,97.59,2000-06-23
7566,1,95.54,2000-06-09
7580,1,95.88,2000-06-17
7583,1,92.08,2000-09-05
7597,1,97.27,2000-06-13
7609,1,96.18,2000-02-21
7612,1,94.03,2000-02-02
7618,1,93.62,2000-04-19
7626,1,92.62,2000-12-16
7627,1,98.19,2000-10-01
7639,1,95.04,2000-10-30
7650,1,94.73,2000-11-23
7656,1,95.48,2000-11-23
7661,1,97.97,2000-07-28
7662,1,95.15,2000-03-06
7676,1,99.17,2000-12-28
7677,1,91.05,2000-12-22
7679,1,91.52,2000-01-03
7686,1,97.61,2000-05-12
7688,1,94.26,2000-10-23
7693,1,92.96,2000-09-04
7699,1,96.71,2000-02-01
7700,1,98.43,2000-07-29
7701,1,99.86,2000-03-10
7741,1,90.32,2000-11-22
7752,1,95.47,2000-12-02
7763,1,91.23,2000-04-19
7767,1,94.45,2000-05-14
7773,1,96.7,2000-01-11
7775,1,98.01,2000-11-21
7782,1,96.26,2000-02-01
7785,1,99.73,2000-09-21
7794,1,98.82,2000-09-06
7805,1,93.57,2000-08-24
7810,1,90.1,2000-11-07
7824,1,91.14,2000-10-26
7839,1,95.47,2000-05-03
7840,1,94.73,2000-10-05
7843,1,95.89,2000-11-26
7864,1,95.3,2000-07-24
7874,1,95.74,2000-11-11
7880,1,96.62,2000-11-07
7892,1,94.27,2000-06-30
7897,1,96.88,2000-12-08
7903,1,90.65,2000-09-29
7908,1,98.36,2000-10-04
7918,1,90.52,2000-03-19
7931,1,95.87,2000-10-06
7946,1,99.19,2000-08-10
7964,1,91.18,2000-05-11
7972,1,92.42,2000-08-16
7973,1,94.76,2000-09-28
7978,1,93.53,2000-08-24
7987,1,92.66,2000-02-11
7998,1,91.92,2000-12-09
8000,1,91.24,2000-04-01
8028,1,98.55,2000-10-26
8030,1,94.94,2000-05-27
8050,1,91.96,2000-09-03
8094,1,94.46,2000-08-18
8102,1,96.64,2000-09-06
8105,1,92.44,2000-08-30
8107,1,96.24,2000-01-09
8115,1,93.09,2000-08-08
8128,1,93.7,2000-07-20
8134,1,98.61,2000-07-19
8136,1,91.57,2000-06-17
8148,1,96.71,2000-07-05
8152,1,91.9,2000-04-01
8188,1,94.52,2000-12-27
8189,1,94.71,2000-10-03
8199,1,94.5,2000-11-12
8211,1,97.11,2000-01-25
8233,1,90.19,2000-08-23
8238,1,95.57,2000-01-10
8245,1,98.42,2000-03-05
8249,1,90.01,2000-11-25
8251,1,90.25,2000-12-08
8256,1,98.34,2000-02-04
8263,1,91.22,2000-09-15
8290,1,95.49,2000-10-06
8321,1,93.54,2000-01-09
8342,1,90.83,2000-06-05
8353,1,95.71,2000-05-09
8374,1,96.39,2000-03-31
8381,1,97.49,2000-10-10
8396,1,93.19,2000-08-03
8402,1,96.55,2000-06-10
8404,1,90.42,2000-07-18
8406,1,94.45,2000-10-19
8418,1,99.79,2000-02-04
8420,1,98.53,2000-07-05
8421,1,99.94,2000-05-22
8426,1,90.59,2000-05-16
8443,1,97.39,2000-12-05
8446,1,93.56,2000-10-15
8465,1,90.44,2000-09-05
8492,1,93.11,2000-04-15
8500,1,94.22,2000-11-07
8501,1,92.56,2000-02-24
8516,1,98.96,2000-02-09
8543,1,91.03,2000-06-01
8545,1,97.32,2000-11-03
8549,1,96.86,2000-06-09
8560,1,90.95,2000-06-07
8563,1,99.53,2000-04-24
8587,1,90.01,2000-07-29
8600,1,94.84,2000-07-31
8616,1,94.07,2000-03-20
8619,1,99.71,2000-06-22
